"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
b_s_eu_unit1,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, 1st Victoria court/ A wing | 2, 1st Garden Trail | 3, 2nd Westing Way | 4, Basement Tailor Lane",,,,,,"[b_fac_eu] = '1' and [b_p_type]='2'",,,,,,
b_s_eu_unit2,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, 2nd floor north, south, middle | 2, 3rd floor north, south, middle | 3, 4th floor north, south, middle",,,,,,"[b_fac_eu] = '2' and [b_p_type]='2'",,,,,,
b_s_eu_unit3,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, 2 Blue | 2, 2 Green | 3, 2 Pink | 4, 3 Blue | 5, 3 Green | 6, 3 Pink",,,,,,"[b_fac_eu] = '3' and [b_p_type]='2'",,,,,,
b_s_jhu_unit1,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, Second Floor | 2, Third Floor",,,,,,"[b_fac_jhu] = '1' and [b_p_type]='2'",,,,,,
b_s_jhu_unit2,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, First Floor | 2, Second Floor",,,,,,"[b_fac_jhu] = '2' and [b_p_type]='2'",,,,,,
b_s_jhu_unit3,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, 1 Renn | 2, MSU | 3, 2 Renn | 4, 2 West | 5, 3 South | 6, 2 South | 7, 3 South",,,,,,"[b_fac_jhu] = '3' and [b_p_type]='2'",,,,,,
b_s_jhu_unit4,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, Park | 2, Brook | 3, Broadway",,,,,,"[b_fac_jhu] = '4' and [b_p_type]='2'",,,,,,
b_s_jhu_unit5,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, Patuxent | 2, Chesapeake | 3, IP | 4, Atlantic 1 | 5, Atlantic 2 | 6, MSU",,,,,,"[b_fac_jhu] = '5' and [b_p_type]='2'",,,,,,
b_s_jhu_unit6,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, Dorsey Unit | 2, Prospect",,,,,,"[b_fac_jhu] = '6' and [b_p_type]='2'",,,,,,
b_s_osu_unit1,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, East Hall | 2, South Hall 1 | 3, South Hall 2 | 4, West Hall",,,,,,"[b_fac_osu] = '1' and [b_p_type]='2'",,,,,,
b_s_osu_unit2,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, 2 West A | 2, 2 West B | 3, 3 West A | 4, 3 West B | 5, 4 West A | 6, 4 West B | 7, 5 West A | 8, 5 West B",,,,,,"[b_fac_osu] = '2' and [b_p_type]='2'",,,,,,
b_s_osu_unit3,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, A Wing | 2, B Wing | 3, C Wing",,,,,,"[b_fac_osu] = '3' and [b_p_type]='2'",,,,,,
b_s_osu_unit4,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, A Hall | 2, B Hall | 3, C Hall",,,,,,"[b_fac_osu] = '4' and [b_p_type]='2'",,,,,,
b_s_osu_unit5,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, A Wing | 2, B Wing | 3, C Wing | 4, D Wing | 5, E Wing",,,,,,"[b_fac_osu] = '5' and [b_p_type]='2'",,,,,,
b_s_um_unit1,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, Maple (300/400) | 2, Beech (600/700) | 3, Cypress (100/200) | 4, Meadows (500)",,,,,,"[b_fac_um] = '1' and [b_p_type]='2'",,,,,,
b_s_um_unit2,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, LTC | 2, Rehab",,,,,,"[b_fac_um] = '2' and [b_p_type]='2'",,,,,,
b_s_um_unit3,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, Lakevue A | 2, Lakevue B | 3, Valleyvue A | 4, Valleyvue B | 5, Horizonvue A | 6, Horizonvue B",,,,,,"[b_fac_um] = '3' and [b_p_type]='2'",,,,,,
b_s_um_unit4,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, Trillium | 2, Lilac | 3, Appleblossom | 4, Wildflower | 5, Birch",,,,,,"[b_fac_um] = '4' and [b_p_type]='2'",,,,,,
b_s_um_unit5,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, Green Gables | 2, Sherwood | 3, Camelot",,,,,,"[b_fac_um] = '5' and [b_p_type]='2'",,,,,,
b_s_um_unit6,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, MacRitchie | 2, McGuire | 3, COVID (4-bed unit)",,,,,,"[b_fac_um] = '6' and [b_p_type]='2'",,,,,,
b_s_um_unit7,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, Brideway Blvd (B-Wing) | 2, Columbia Court (C-Wing) | 3, Dovecote Drive (D-Wing) | 4, East-Redies | 5, North-Redies | 6, South-Redies",,,,,,"[b_fac_um] = '7' and [b_p_type]='2'",,,,,,
b_s_um_unit8,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, Maple Hall | 2, Cedar Hall | 3, Oak Hall",,,,,,"[b_fac_um] = '8' and [b_p_type]='2'",,,,,,
b_s_up_unit1,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, Evergreen | 2, Hickory | 3, Redwood | 4, Willows",,,,,,"[b_fac_up] = '1' and [b_p_type]='2'",,,,,,
b_s_up_unit2,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, Renaissance Hall | 2, 1st Floor | 3, Transitional Care Unit (TRU)",,,,,,"[b_fac_up] = '2' and [b_p_type]='2'",,,,,,
b_s_up_unit3,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, East  | 2, North | 3, West",,,,,,"[b_fac_up] = '3' and [b_p_type]='2'",,,,,,
b_s_up_unit4,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, Transitional Care Unit (1st Fl TRU) | 2, 2nd Floor | 3, 3rd Floor",,,,,,"[b_fac_up] = '4' and [b_p_type]='2'",,,,,,
b_s_up_unit5,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, 2nd Floor | 2, 3rd Floor | 3, Transitional Care Unit",,,,,,"[b_fac_up] = '5' and [b_p_type]='2'",,,,,,
b_s_up_unit6,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, Founders | 2, Lake | 3, West",,,,,,"[b_fac_up] = '6' and [b_p_type]='2'",,,,,,
b_s_uw_unit1,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '1' and [b_p_type]='2'",,,,,,
b_s_uw_unit2,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '2' and [b_p_type]='2'",,,,,,
b_s_uw_unit3,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '3' and [b_p_type]='2'",,,,,,
b_s_uw_unit4,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '4' and [b_p_type]='2'",,,,,,
b_s_uw_unit5,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '5' and [b_p_type]='2'",,,,,,
b_s_uw_unit6,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '6' and [b_p_type]='2'",,,,,,
b_s_uw_unit7,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '7' and [b_p_type]='2'",,,,,,
b_s_uw_unit8,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '8' and [b_p_type]='2'",,,,,,
b_s_uw_unit9,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '9' and [b_p_type]='2'",,,,,,
b_s_uw_unit10,recruitment_and_screening_form_appendix_b,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '10' and [b_p_type]='2'",,,,,,
b_unit1,recruitment_and_screening_form_appendix_b,,text,"Unit 1: ",,,,,,,,,,,,," @CALCTEXT(
if([study_forms_arm_1][b_fac_bu] = '1' and [event-name][b_s_bu_unit1(1)] = '1', 'Homestead', 
if ([study_forms_arm_1][b_fac_bu] = '2' and [event-name][b_s_bu_unit2(1)] = '1', 'One East', 
if ([study_forms_arm_1][b_fac_bu] = '3' and [event-name][b_s_bu_unit3(1)] = '1', 'A Wing', 
if ([study_forms_arm_1][b_fac_bu] = '4' and [event-name][b_s_bu_unit4(1)] = '1', '1N', 
if ([study_forms_arm_1][b_fac_bu] = '5' and [event-name][b_s_bu_unit5(1)] = '1', 'The Bay', 
if ([study_forms_arm_1][b_fac_cwru] = '1' and [event-name][b_s_cwru_unit1(1)] = '1', 'North', 
if ([study_forms_arm_1][b_fac_cwru] = '2' and [event-name][b_s_cwru_unit2(1)] = '1', 'Floor 2', 
if ([study_forms_arm_1][b_fac_cwru] = '3' and [event-name][b_s_cwru_unit3(1)] = '1', 'Fairmont', 
if ([study_forms_arm_1][b_fac_cwru] = '4' and [event-name][b_s_cwru_unit4(1)] = '1', 'Myers', 
if ([study_forms_arm_1][b_fac_cwru] = '5' and [event-name][b_s_cwru_unit5(1)] = '1', 'Floor 2', 
if ([study_forms_arm_1][b_fac_cwru] = '6' and [event-name][b_s_cwru_unit6(1)] = '1', '100 Area', 
if ([study_forms_arm_1][b_fac_cwru] = '7' and [event-name][b_s_cwru_unit7(1)] = '1', '100 North',
if ([study_forms_arm_1][b_fac_cwru] = '8' and [event-name][b_s_cwru_unit8(1)] = '1', '100 Branch', 
if ([study_forms_arm_1][b_fac_cwru] = '9' and [event-name][b_s_cwru_unit9(1)] = '1', '100s', 
if ([study_forms_arm_1][b_fac_cwru] = '10' and [event-name][b_s_cwru_unit10(1)] = '1', '100 Wing', 
if ([study_forms_arm_1][b_fac_cwru] = '11' and [event-name][b_s_cwru_unit11(1)] = '1', 'Tulip Trail', 
if ([study_forms_arm_1][b_fac_cwru] = '12' and [event-name][b_s_cwru_unit12(1)] = '1', 'Station 1', 
if ([study_forms_arm_1][b_fac_cwru] = '13' and [event-name][b_s_cwru_unit13(1)] = '1', 'Floor 2 Wing 1', 
if ([study_forms_arm_1][b_fac_cwru] = '14' and [event-name][b_s_cwru_unit14(1)] = '1', 'Floor 1',
if ([study_forms_arm_1][b_fac_cwru] = '15' and [event-name][b_s_cwru_unit15(1)] = '1', '100 Area', 
if ([study_forms_arm_1][b_fac_eu] = '1' and [event-name][b_s_eu_unit1(1)] = '1', ""1st Victoria court/ A wing"", 
if ([study_forms_arm_1][b_fac_eu] = '2' and [event-name][b_s_eu_unit2(1)] = '1', ""2nd floor north, south, middle"", 
if ([study_forms_arm_1][b_fac_eu] = '3' and [event-name][b_s_eu_unit3(1)] = '1', '2 Blue', 
if ([study_forms_arm_1][b_fac_jhu] = '1' and [event-name][b_s_jhu_unit1(1)] = '1', 'Second Floor', 
if ([study_forms_arm_1][b_fac_jhu] = '2' and [event-name][b_s_jhu_unit2(1)] = '1', 'First Floor',
if ([study_forms_arm_1][b_fac_jhu] = '3' and [event-name][b_s_jhu_unit3(1)] = '1', '1 Renn', 
if ([study_forms_arm_1][b_fac_jhu] = '4' and [event-name][b_s_jhu_unit4(1)] = '1', 'Park', 
if ([study_forms_arm_1][b_fac_jhu] = '5' and [event-name][b_s_jhu_unit5(1)] = '1', 'Patuxent', 
if ([study_forms_arm_1][b_fac_jhu] = '6' and [event-name][b_s_jhu_unit6(1)] = '1', 'Dorsey Unit',
if ([study_forms_arm_1][b_fac_osu] = '1' and [event-name][b_s_osu_unit1(1)] = '1', 'East Hall', 
if ([study_forms_arm_1][b_fac_osu] = '2' and [event-name][b_s_osu_unit2(1)] = '1', '2 West A', 
if ([study_forms_arm_1][b_fac_osu] = '3' and [event-name][b_s_osu_unit3(1)] = '1', 'A Wing', 
if ([study_forms_arm_1][b_fac_osu] = '4' and [event-name][b_s_osu_unit4(1)] = '1', 'A Hall', 
if ([study_forms_arm_1][b_fac_osu] = '5' and [event-name][b_s_osu_unit5(1)] = '1', 'A Wing', 
if ([study_forms_arm_1][b_fac_um] = '1' and [event-name][b_s_um_unit1(1)] = '1', ""Maple (300/400)"", 
if ([study_forms_arm_1][b_fac_um] = '2' and [event-name][b_s_um_unit2(1)] = '1', 'LTC', 
if ([study_forms_arm_1][b_fac_um] = '3' and [event-name][b_s_um_unit3(1)] = '1', 'Lakevue A', 
if ([study_forms_arm_1][b_fac_um] = '4' and [event-name][b_s_um_unit4(1)] = '1', 'Trillium', 
if ([study_forms_arm_1][b_fac_um] = '5' and [event-name][b_s_um_unit5(1)] = '1', 'Green Gables',
if ([study_forms_arm_1][b_fac_um] = '6' and [event-name][b_s_um_unit6(1)] = '1', 'MacRitchie', 
if ([study_forms_arm_1][b_fac_um] = '7' and [event-name][b_s_um_unit7(1)] = '1', ""Brideway Blvd (B-Wing)"", 
if ([study_forms_arm_1][b_fac_um] = '8' and [event-name][b_s_um_unit8(1)] = '1', 'Maple Hall', 
if ([study_forms_arm_1][b_fac_up] = '1' and [event-name][b_s_up_unit1(1)] = '1', 'Evergreen', 
if ([study_forms_arm_1][b_fac_up] = '2' and [event-name][b_s_up_unit2(1)] = '1', 'Renaissance Hall', 
if ([study_forms_arm_1][b_fac_up] = '3' and [event-name][b_s_up_unit3(1)] = '1', 'East', 
if ([study_forms_arm_1][b_fac_up] = '4' and [event-name][b_s_up_unit4(1)] = '1', ""Transitional Care Unit (1st Fl TRU)"", 
if ([study_forms_arm_1][b_fac_up] = '5' and [event-name][b_s_up_unit5(1)] = '1', '2nd Floor', 
if ([study_forms_arm_1][b_fac_up] = '6' and [event-name][b_s_up_unit6(1)] = '1', 'Founders', if([study_forms_arm_1][b_fac_bu] = '1' and [b_r_bu_unit1] = '1', 'Homestead', if ([study_forms_arm_1][b_fac_bu] = '2' and [b_r_bu_unit2] = '1', 'One East', if ([study_forms_arm_1][b_fac_bu] = '3' and [b_r_bu_unit3] = '1', 'A Wing', if ([study_forms_arm_1][b_fac_bu] = '4' and [b_r_bu_unit4] = '1', '1N', if ([study_forms_arm_1][b_fac_bu] = '5' and [b_r_bu_unit5] = '1', 'The Bay', if ([study_forms_arm_1][b_fac_cwru] = '1' and [b_r_cwru_unit1] = '1', 'North', if ([study_forms_arm_1][b_fac_cwru] = '2' and [b_r_cwru_unit2] = '1', 'Floor 2', if ([study_forms_arm_1][b_fac_cwru] = '3' and [b_r_cwru_unit3] = '1', 'Fairmont', if ([study_forms_arm_1][b_fac_cwru] = '4' and [b_r_cwru_unit4] = '1', 'Myers', if ([study_forms_arm_1][b_fac_cwru] = '5' and [b_r_cwru_unit5] = '1', 'Floor 2', if ([study_forms_arm_1][b_fac_cwru] = '6' and [b_r_cwru_unit6] = '1', '100 Area', if ([study_forms_arm_1][b_fac_cwru] = '7' and [b_r_cwru_unit7] = '1', '100 North', if ([study_forms_arm_1][b_fac_cwru] = '8' and [b_r_cwru_unit8] = '1', '100 Branch', if ([study_forms_arm_1][b_fac_cwru] = '9' and [b_r_cwru_unit9] = '1', '100s', if ([study_forms_arm_1][b_fac_cwru] = '10' and [b_r_cwru_unit10] = '1', '100 Wing',if ([study_forms_arm_1][b_fac_cwru] = '11' and [b_r_cwru_unit11] = '1', 'Tulip Trail', if ([study_forms_arm_1][b_fac_cwru] = '12' and [b_r_cwru_unit12] = '1', 'Station 1',if ([study_forms_arm_1][b_fac_cwru] = '13' and [b_r_cwru_unit13] = '1', 'Floor 2 Wing 1', if ([study_forms_arm_1][b_fac_cwru] = '14' and [b_r_cwru_unit14] = '1', 'Floor 1', if ([study_forms_arm_1][b_fac_cwru] = '15' and [b_r_cwru_unit15] = '1', '100 Area', if ([study_forms_arm_1][b_fac_eu] = '1' and [b_r_eu_unit1] = '1', ""1st Victoria court/ A wing"", if ([study_forms_arm_1][b_fac_eu] = '2' and [b_r_eu_unit2] = '1', ""2nd floor north, south, middle"", if ([study_forms_arm_1][b_fac_eu] = '3' and [b_r_eu_unit3] = '1', '2 Blue', if ([study_forms_arm_1][b_fac_jhu] = '1' and [b_r_jhu_unit1] = '1', 'Second Floor', if ([study_forms_arm_1][b_fac_jhu] = '2' and [b_r_jhu_unit2] = '1', 'First Floor',if ([study_forms_arm_1][b_fac_jhu] = '3' and [b_r_jhu_unit3] = '1', '1 Renn', if ([study_forms_arm_1][b_fac_jhu] = '4' and [b_r_jhu_unit4] = '1', 'Park', if ([study_forms_arm_1][b_fac_jhu] = '5' and [b_r_jhu_unit5] = '1', 'Patuxent', if ([study_forms_arm_1][b_fac_jhu] = '6' and [b_r_jhu_unit6] = '1', 'Dorsey Unit', if ([study_forms_arm_1][b_fac_osu] = '1' and [b_r_osu_unit1] = '1', 'East Hall', if ([study_forms_arm_1][b_fac_osu] = '2' and [b_r_osu_unit2] = '1', '2 West A', if ([study_forms_arm_1][b_fac_osu] = '3' and [b_r_osu_unit3] = '1', 'A Wing', if ([study_forms_arm_1][b_fac_osu] = '4' and [b_r_osu_unit4] = '1', 'A Hall', if ([study_forms_arm_1][b_fac_osu] = '5' and [b_r_osu_unit5] = '1', 'A Wing', if ([study_forms_arm_1][b_fac_um] = '1' and [b_r_um_unit1] = '1', ""Maple (300/400)"", if ([study_forms_arm_1][b_fac_um] = '2' and [b_r_um_unit2] = '1', 'LTC', if ([study_forms_arm_1][b_fac_um] = '3' and [b_r_um_unit3] = '1', 'Lakevue A', if ([study_forms_arm_1][b_fac_um] = '4' and [b_r_um_unit4] = '1', 'Trillium', if ([study_forms_arm_1][b_fac_um] = '5' and [b_r_um_unit5] = '1', 'Green Gables', if ([study_forms_arm_1][b_fac_um] = '6' and [b_r_um_unit6] = '1', 'MacRitchie', if ([study_forms_arm_1][b_fac_um] = '7' and [b_r_um_unit7] = '1', ""Brideway Blvd (B-Wing)"", if ([study_forms_arm_1][b_fac_um] = '8' and [b_r_um_unit8] = '1', 'Maple Hall', if ([study_forms_arm_1][b_fac_up] = '1' and [b_r_up_unit1] = '1', 'Evergreen', if ([study_forms_arm_1][b_fac_up] = '2' and [b_r_up_unit2] = '1', 'Renaissance Hall', if ([study_forms_arm_1][b_fac_up] = '3' and [b_r_up_unit3] = '1', 'East', if ([study_forms_arm_1][b_fac_up] = '4' and [b_r_up_unit4] = '1', ""Transitional Care Unit (1st Fl TRU)"", if ([study_forms_arm_1][b_fac_up] = '5' and [b_r_up_unit5] = '1', '2nd Floor', if ([study_forms_arm_1][b_fac_up] = '6' and [b_r_up_unit6] = '1', 'Founders','' )))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
